id,song_spotify,artist_spotify,album,release_date,popularity
41A89rj3GoMG6ktN37L7PG,Alice,Lady Gaga,Chromatica,2020-05-29,59
06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,Anuel AA,Emmanuel,2020-05-29,79
4lSfhHd5Knwl8yQw2cVjAD,Why We Drink,Justin Moore,Late Nights And Longnecks,2019-07-26,62
1sgDyuLooyvEML4oHspNza,Lose Somebody,Kygo,Golden Hour,2020-05-29,68
6uyiyatWPCqC59Mm4rO8xL,One Of Them Girls,Lee Brice,Hey World,2020-11-20,74
2tudvzsrR56uom6smgOcSf,Like That,Future,WE DON'T TRUST YOU,2024-03-22,96
4BnrGx9tWNF8aiXl1UhDBa,One Beer,MF DOOM,MM...FOOD,2004-11-16,74
7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,Chromatica,2020-05-29,75
3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,WUNNA,2020-05-22,73
2qE3sj3jXj44kbCIU7bkIn,Cooler Than Me,Mike Posner,A Matter Of Time,2009-02-28,61
21VPyqcw7EHjmDgEGF6jL1,Top Floor,Moe,Top Floor,2021-08-20,35
0y7Ao3CVJsyKFmqdjutiIF,WUNNA,Gunna,WUNNA,2020-05-22,58
02mYw61RoS1vXvkD9Q5dpN,BLINDFOLD (feat. Lil Baby),Gunna,WUNNA,2020-05-22,61
1cMMVJ4FDqhCci9efd1BU6,Need It (feat. YoungBoy Never Broke Again),Migos,Culture III,2021-06-11,76
4LkEHc33eXcXFQNwxruw7W,ARGENTINA,Gunna,WUNNA,2020-05-22,54
4loM16743hROPC6uIJG6wM,MET GALA,Gunna,WUNNA,2020-05-22,65
0JKGe340YJwfDrpXqPQ8sw,Daechwita,Agust D,D-2,2020-05-22,74
2f8y4CuG57UJEmkG3ujd0D,NASTY GIRL / ON CAMERA,Gunna,WUNNA,2020-05-22,62
0JZUiKHoEDpsLvXfeqbZxV,MOTW,Gunna,WUNNA,2020-05-22,52
3IaxObCWKEaGtIT78GsEpP,GIMMICK,Gunna,WUNNA,2020-05-22,45
7qaoXmlsSrndaQeDRPpOeW,FEIGNING,Gunna,WUNNA,2020-05-22,45
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),Surf Mesa,ily (i love you baby) (feat. Emilee),2019-11-26,77
2QqJTIlGKRLJC3onkavYEz,Flex (feat. Juice WRLD),Polo G,THE GOAT,2020-05-15,72
4kfeRwpq5KUaqTkgi4TbDF,Solitaires (feat. Travis Scott),Future,High Off Life,2020-05-15,63
4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Marshmello,Leave Before You Love Me,2021-05-21,83
740kQ8xwSGloumdiKR5Cwz,Trillionaire (feat. Youngboy Never Broke Again),Future,High Off Life,2020-05-15,57
4uqh9bualXNHXXwO2wPorc,Daisies,Katy Perry,Daisies,2020-05-15,57
6QeUzTuBoasiii8nevDciq,Trapped In The Sun,Future,High Off Life,2020-05-15,54
021lWIHJrURZrmvYQ1xcM8,All Bad (feat. Lil Uzi Vert),Future,High Off Life,2020-05-15,54
528tmecDkMqldxlhOrN0DH,Be Something,Polo G,THE GOAT,2020-05-15,36
1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,Polo G,THE GOAT,2020-05-15,83
3JKgcAa7r07ocVWcV8bS0H,21,Polo G,THE GOAT,2020-05-15,75
66z5CuZkqkb18VhFTRwbZk,Hard To Choose One,Future,High Off Life,2020-05-15,70
6PHbWsTTlmQKF9i9VC1KFv,Ridin Strikers,Future,High Off Life,2020-05-15,53
5v1STk4ZTTDrhgCs6LD3nd,HiTek Tek,Future,High Off Life,2020-05-15,50
0biVzpdI2z0vAxwfU9xuuA,Too Comfortable,Future,High Off Life,2020-05-15,72
7enaBBJnekyUCcXRuwGEH6,Posted With Demons,Future,High Off Life,2020-05-15,52
29s4u1adFGLWtGehbR5xkq,Touch The Sky,Future,High Off Life,2020-05-15,50
12ZpiGAd2uPgJiofgoZMue,One Of My,Future,High Off Life,2020-05-15,51
3cFHCXuBZKMJd8Q4Wt8RB3,Harlem Shake (feat. Young Thug),Future,High Off Life,2020-05-15,47
3TciLI5wo7RddPtAFhiU9V,Don't Believe The Hype,Polo G,THE GOAT,2020-05-15,55
4SIB2yxKoFOrbkjA4zfQbB,Beautiful Pain (Losin My Mind),Polo G,THE GOAT,2020-05-15,63
2iW6Hb6kfrz2K7EhPibFiq,33,Polo G,THE GOAT,2020-05-15,60
40j4RoqmLiivqzRObbQ4BF,I Know,Polo G,THE GOAT,2020-05-15,70
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-05-08,80
2zvDnNLW4yZ4a0YcGiOEBX,GOOBA,6ix9ine,TattleTales,2020-09-04,70
6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,Just Cause Y'all Waited 2,2020-05-08,73
0uDdI4fAXCuNhQbmxENdsO,Can I,Kehlani,It Was Good Until It Wasn't,2020-05-08,66
3Ddny34bFoYBb8dIGq5lwp,Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,State of Emergency,2020-05-08,63
5nexAvWNhwg51EavnDgViy,Toxic,Kehlani,It Was Good Until It Wasn't,2020-05-08,67
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Chris Brown,Slime & B,2020-05-08,75
1YqXXJDSlDHrp66g9as4uo,Change Your Life (feat. Jhené Aiko),Kehlani,It Was Good Until It Wasn't,2020-05-08,55
1lUTmmPMAsxZBR2iK9CKDF,Me Vs Me,Moneybagg Yo,Time Served (Deluxe),2020-05-15,69
7LFe3zbZmZ8dEDBd6oIKkl,Viral Moment,Lil Durk,Just Cause Y'all Waited 2 (Deluxe),2020-06-26,45
6Kj17Afjo1OKJYpf5VzCeo,Pain 1993 (with Playboi Carti),Drake,Dark Lane Demo Tapes,2020-05-01,78
28Tmk14BdrfaV2YzxpB35c,Cell Block Tango,Catherine Zeta-Jones,Chicago - Music From The Miramax Motion Picture,2002-11-08,60
5fHrHoJKfCgBd35zwIBmUK,D4L,Future,Dark Lane Demo Tapes,2020-05-01,59
3Q4gttWQ6hxqWOa3tHoTNi,Not You Too (feat. Chris Brown),Drake,Dark Lane Demo Tapes,2020-05-01,76
7eYAHC0RbBF9eaqWzT34Aq,Desires (with Future),Drake,Dark Lane Demo Tapes,2020-05-01,65
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,Be Kind (with Halsey),2020-05-01,74
5H4mXWKcicuLKDn4Jy0sK7,Time Flies,Drake,Dark Lane Demo Tapes,2020-05-01,76
3IvMYBE7A3c7to1aEcfFJk,Deep Pockets,Drake,Dark Lane Demo Tapes,2020-05-01,55
05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),Drake,Dark Lane Demo Tapes,2020-05-01,59
5TCBWmEBrin7etRa4Lswr1,When To Say When,Drake,Dark Lane Demo Tapes,2020-05-01,58
3KixNgUEaDtrKJVzdqjU5q,Landed,Drake,Dark Lane Demo Tapes,2020-05-01,59
0YkUwXxnTkeJBvt5upeEtP,From Florida With Love,Drake,Dark Lane Demo Tapes,2020-05-01,60
6fLVTVaHWaEfVKfEgbkf4D,Losses,Drake,Dark Lane Demo Tapes,2020-05-01,56
1I55Ea0zVoSKs6MqW7DQ3i,War,Drake,Dark Lane Demo Tapes,2020-05-01,62
5v6gozUHFv9OoNdFYz6p8V,Six Feet Apart,Luke Combs,What You See Is What You Get,2019-11-08,55
6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),Lil Baby,My Turn (Deluxe),2020-05-01,74
1RrQK0BIyxZaOooNDVSEaZ,Social Distancing,Lil Baby,My Turn (Deluxe),2020-05-01,56
5m0yZ33oOy0yYBtdTXuxQe,Low Down,Lil Baby,My Turn (Deluxe),2020-05-01,78
6heRfvHrUIIPx9TqRg8SCq,Humble,Lil Baby,My Turn (Deluxe),2020-05-01,61
6NhS5LwYbJ6xD7BGvlWRJO,One Margarita,Luke Bryan,One Margarita,2020-03-13,61
3AMxuq6id3YGB57eWeheZQ,Don't Rush (feat. DaBaby),Young T & Bugsey,Don't Rush (feat. DaBaby),2020-06-12,56
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,75
5dOxHHMOFAbG3VH23t0xNm,Righteous,Juice WRLD,Legends Never Die,2020-07-10,72
1ZRjLZcNTm1vUgrexBp3px,All In,Lil Baby,All In,2020-04-23,55
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,2016-09-16,88
0ROE31C8Wu4neZoR9stM9e,Sasuke,Lil Uzi Vert,Sasuke,2020-04-24,48
5P3oaNpPDVLRJsL3152SEs,Cool Again,Kane Brown,Cool Again,2020-04-23,54
485RHcQUM5qotAlfutUhwT,Ain't Easy,YoungBoy Never Broke Again,38 Baby 2,2020-04-24,48
5RqR4ZCCKJDcBLIn4sih9l,Party Girl,StaySolidRocky,Party Girl,2020-04-21,73
7jx8tZVzfOAYK6bwP1mwqN,Diamonds,YoungBoy Never Broke Again,38 Baby 2,2020-04-24,48
6vXJljkoTUWjPXFRfuBbgZ,Bout My Business (feat. Sherhonda Gaulden),YoungBoy Never Broke Again,38 Baby 2,2020-04-24,43
73C80fhriFzangrzWVO4Zp,Rough Ryder,YoungBoy Never Broke Again,38 Baby 2,2020-04-24,47
4objxuNfJlJHomkRIPa2Y2,Drinking Alone,Carrie Underwood,Cry Pretty,2018-09-14,51
2iz3EDFoPOjPRZs9wt5iNh,Thug of Spades (feat. DaBaby),YoungBoy Never Broke Again,38 Baby 2,2020-04-24,43
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),DaBaby,BLAME IT ON BABY,2020-04-17,77
1dorm2V2hMTJdrhzSiXgr2,JUMP (feat. YoungBoy Never Broke Again),DaBaby,BLAME IT ON BABY (DELUXE),2020-08-04,36
5UusfWUMMLEXLMc1ViNZoe,@ MEH,Playboi Carti,@ MEH,2020-04-16,61
6GJNINiIzgBRz1OWNpfU9c,I'm Ready (with Demi Lovato),Sam Smith,Love Goes,2020-10-30,48
5gNOINI5dXZVom2b36LMOd,PICK UP (feat. Quavo),DaBaby,BLAME IT ON BABY,2020-04-17,55
3oHiR89Y8gn6xt3YGAAzFj,NASTY (feat. Ashanti & Megan Thee Stallion),DaBaby,BLAME IT ON BABY,2020-04-17,51
16oi4OiKmkO51l60F5R9kR,LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,BLAME IT ON BABY,2020-04-17,45
5OELUCYgOHKFAvCERnAvfS,More Than My Hometown,Morgan Wallen,Dangerous: The Double Album,2021-01-08,80
57crda5Lx9OVaYCzb4Wrnd,CAN'T STOP,DaBaby,BLAME IT ON BABY,2020-04-17,43
0jWm0VyD8p3MrSInczpows,BLAME IT ON BABY,DaBaby,BLAME IT ON BABY,2020-04-17,47
6ChpgWt7s2ksM1Y3l0D9sk,SAD SH*T,DaBaby,BLAME IT ON BABY,2020-04-17,42
5rFGVn8fCFjnRwCebW0XbS,DROP (feat. A Boogie wit da Hoodie & London On Da Track),DaBaby,BLAME IT ON BABY,2020-04-17,44
3QSLoxRguKgK0knOG7EGyn,TALK ABOUT IT,DaBaby,BLAME IT ON BABY,2020-04-17,41
19eeh4pgEGHdSTc26U1y89,CHAMPION,DaBaby,BLAME IT ON BABY,2020-04-17,43
0o58NWBiVXewJNfNDKQyjw,I Dare You,Kelly Clarkson,I Dare You (Multi-Language Duets),2020-04-16,48
527k23H0A4Q0UJN3vGs0Da,After Party,Don Toliver,Heaven Or Hell,2020-03-13,77
7Ce11Oh1kConF6UlkBWnaZ,God Whispered Your Name,Keith Urban,God Whispered Your Name,2020-02-27,49
6xZ4Q2k2ompmDppyeESIY8,Level of Concern,Twenty One Pilots,Level of Concern,2020-04-09,66
1fPnUpoXCpD2NDI4vPVeLw,Stupid Again,Tory Lanez,The New Toronto 3,2020-04-10,61
4QnC1bIaMSfDQvF4XDhV5M,Boyfriend,Selena Gomez,Rare (Deluxe),2020-04-09,52
4xqIYGwwZTEem9U8A42SPF,Broke In A Minute,Tory Lanez,The New Toronto 3,2020-04-10,78
7sQKy5vlPQllr0k9IjYJv3,Sigues Con El,Arcángel,Sigues Con El,2019-12-13,68
3DA4SE262k6rdEtlHteNyq,Die From A Broken Heart,Maddie & Tae,The Way It Feels,2020-04-10,70
58GJNfq2m0Qr5nIUCDbXVQ,DND,Polo G,THE GOAT,2020-05-15,56
2IuazAsyvbb3fFZb0Uvsmk,In Between,Scotty McCreery,Seasons Change,2018-01-12,53
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,Ride It,2019-07-26,82
09YHm6IkdZko28KdEbXtPb,Girl Of My Dreams,Rod Wave,Pray 4 Love,2020-04-03,66
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Doja Cat,Boss Bitch,2020-01-23,78
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,Toosie Slide,2020-04-03,71
1gVCEnryJhkdQcuC0Kbvor,FIND MY WAY,DaBaby,BLAME IT ON BABY,2020-04-17,54
6F4tgHJ5dE0pVWRPs3m1hs,Fuck The World,Rod Wave,Pray 4 Love,2020-04-03,59
1kKfQSKTfbGh1YILzkIh8x,Pray 4 Love,Rod Wave,Pray 4 Love,2020-04-03,50
5o6dFqafETxZNqUFt9ZqAC,Be A Light,Thomas Rhett,Be A Light,2020-03-30,54
5fA1TwOU2u8K5vPwgrUyOf,Thief In The Night,Rod Wave,Pray 4 Love,2020-04-03,52
05TpY5Fov3Hgfp8V1KILZ8,Tycoon,Future,High Off Life,2020-05-15,47
4l1wcYYpYW28hzTF0YM68r,I Remember,Rod Wave,Pray 4 Love,2020-04-03,49
0EVG3d1RVbJjYh43fQDcR9,The Greatest,Rod Wave,Pray 4 Love,2020-04-03,67
0kPeZAyIhIfeZNrtfjJGDB,Bluebird,Miranda Lambert,Wildcard,2019-11-01,67
6jrIg0liFANIULoHFOOeX0,Ribbon In The Sky,Rod Wave,Pray 4 Love,2020-04-03,60
7qRVyZDt1Caftkk8CQlKtk,Here And Now,Kenny Chesney,Here And Now,2020-05-01,55
5NPQoYZRjpUNBlJvWYEHxj,Thug Life,Rod Wave,Pray 4 Love,2020-04-03,49
3kWN4s2lRxg9H7F7JaZU3D,No Weakness,Rod Wave,Pray 4 Love,2020-04-03,48
7IMwEtpAiJanqF6vQteZN2,Turks (with Gunna & ft. Travis Scott),NAV,Good Intentions,2020-05-08,66
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,Future Nostalgia,2020-03-27,76
6WHZvtFnceMMv08gUCHR0y,BELIEVE IT,PARTYNEXTDOOR,PARTYMOBILE,2020-03-27,66
1z6wl2rwKatfmza6usanWw,After A Few,Travis Denning,After A Few,2019-01-18,57
0clSHsrHl2irBkObcLEZqS,I Love My Country,Florida Georgia Line,Life Rolls On,2021-02-12,53
10xuH52YSXHWFwCaF1fsDd,Hard To Forget,Sam Hunt,SOUTHSIDE,2020-04-03,64
3gAaDDoBipWZzGBMwK194e,Last Time I Say Sorry,Kane Brown,Last Time I Say Sorry,2020-03-27,49
77MdvMx9L4ZQuLhhn3o21h,If the World Was Ending (feat. Julia Michaels),JP Saxe,Dangerous Levels of Introspection,2021-06-25,75
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,The Weeknd,After Hours,2020-03-20,78
6b5P51m8xx2XA6U7sdNZ5E,Alone Again,The Weeknd,After Hours,2020-03-20,67
4BGZF4oLbTL0pWm7C18pbv,Scared To Live,The Weeknd,After Hours,2020-03-20,65
6kWxIqQDsKFYCJGbU4AjCX,Hardest To Love,The Weeknd,After Hours,2020-03-20,66
2K9Ovn1o2bTGqbsABGC6m3,Too Late,The Weeknd,After Hours,2020-03-20,66
3WlbeuhfRSqU7ylK2Ui5U7,Snowchild,The Weeknd,After Hours,2020-03-20,64
1sOW4PuG5X3Ie3EXUhAopJ,Escape From LA,The Weeknd,After Hours,2020-03-20,67
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,Save Your Tears (Remix),2021-04-23,80
3orEOtd8CPL8GFlpRpKuoE,Faith,The Weeknd,After Hours,2020-03-20,68
47MhyGA0XUtF9lZJtny3Pd,Roses,SAINt JHN,Collection One,2018-03-30,59
40U8d12pC5UHqmHwXjHjjl,Repeat After Me (Interlude),The Weeknd,After Hours,2020-03-20,63
2BcnxwxBuar5wjCaLqm5N3,Until I Bleed Out,The Weeknd,After Hours,2020-03-20,63
1Z0cZI0UzNbP9L8MzzGxqf,Walk Em Down (feat. Roddy Ricch),NLE Choppa,Top Shotta,2020-08-07,73
3CS5zwqrjggxlRD0QGJAva,the other girl (with Halsey),Kelsea Ballerini,kelsea,2020-03-20,56
56uXDJRCuoS7abX3SkzHKQ,Myron,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,69
0IpnZchq8ek2A6pGEP2Qb1,Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,63
59JWp4PjZ9TRM8cmtaDYB1,Yessirskiii,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,67
4SnlSaLJJ7reJMCHM5YUuX,Lotus,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,53
0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,Future,Pluto x Baby Pluto,2020-11-13,70
4lAQfuREAHG8IC0PiiigBt,Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,56
4sWGHlZGM1XA7TyWdtBAbA,Moon Relate,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,51
0AhJag7VI8uFf3mJFsTwvf,I Can Show You,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,54
7vTspUAmMKFkUpKL9HLZNL,Trap This Way (This Way),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,54
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,death bed (coffee for your head),2020-02-08,82
4D7NrSeqkTarBrJ80b2sBc,Leaders (feat. NAV),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,55
4VcPtoOpK3oBMDZJ9Ptp9f,No Auto Durk (feat. Lil Durk),Only The Family,"Lil Durk Presents: Only the Family Involved, Vol. 2",2018-12-21,69
2BjNjFJAQTxqUPGpOnrese,Come This Way,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,53
0nGXi46VcQQ56ZJR428MKS,Does To Me (feat. Eric Church),Luke Combs,What You See Is What You Get,2019-11-08,69
1HF6P40Z7nfExGaB1Gk99v,Got The Guap (feat. Young Thug),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,53
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,BENEE,STELLA & STEVE,2019-11-15,69
5tBdxqz8gauIO8Hh8qwo0H,Money Spread (feat. Young Nudy),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,54
0Li1OuXXfi7950ilZUFGkF,Cardigan,Don Toliver,Heaven Or Hell,2020-03-13,76
7idmHTAQQPUFqdjXkoooXD,Beer Can’t Fix,Thomas Rhett,Center Point Road,2019-05-31,70
5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Megan Thee Stallion,Savage Remix (feat. Beyoncé),2020-04-29,64
7hav1MHURQf5SAoPk0egqh,Baby Pluto,Lil Uzi Vert,Eternal Atake,2020-03-06,64
6CUP2khYzdphXebxVTfPE3,Lo Mein,Lil Uzi Vert,Eternal Atake,2020-03-06,64
5egD7A5x9AHdVO2fMo3Wbo,Silly Watch,Lil Uzi Vert,Eternal Atake,2020-03-06,71
3kW4z2pIj5VY5fLjBrMRL5,P2,Lil Uzi Vert,Eternal Atake,2020-03-06,64
2IHLaN6wwYKQ3S24NsQqpA,I Love Me,Demi Lovato,I Love Me,2020-03-06,56
6vxU64pcIuQ38O015Zy4qj,Homecoming,Lil Uzi Vert,Eternal Atake,2020-03-06,68
2pg2TiYo9Rb8KeB5JjP7jS,Sativa,Jhené Aiko,Trip,2017-09-22,80
4YcWzLSnGqLjSCycuSMHnn,Prices,Lil Uzi Vert,Eternal Atake,2020-03-06,61
1jDbQz6tr52WgScCTXMnaN,POP,Lil Uzi Vert,Eternal Atake,2020-03-06,54
2oHDJHNondITqbl8xZ9vPn,Bigger Than Life,Lil Uzi Vert,Eternal Atake,2020-03-06,59
25B5fGr9K0VdZJiRFsnMO4,Celebration Station,Lil Uzi Vert,Eternal Atake,2020-03-06,56
6YAxCn4juTWn5hWl2hzHGw,You Better Move,Lil Uzi Vert,Eternal Atake,2020-03-06,54
1xcOYJxDa5pObgxY1r0I9c,I'm Sorry,Lil Uzi Vert,Eternal Atake,2020-03-06,54
3BYIzNZ3t9lRQCACXSMLrT,Venetia,Lil Uzi Vert,Eternal Atake,2020-03-06,60
46mT9NR7N9Zf5MolcrBgE3,Chrome Heart Tags,Lil Uzi Vert,Eternal Atake,2020-03-06,53
4wBcaYqLPm7EtDVoJQORU4,Bust Me,Lil Uzi Vert,Eternal Atake,2020-03-06,52
2yUy5eFAFWAichjrySJWA2,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,Chilombo,2020-03-06,53
7gHZGXSJzM29WA384suYY2,Secure The Bag,Lil Uzi Vert,Eternal Atake,2020-03-06,50
1E3VQQWFQAPJkXfYHjqWoI,Captain Hook,Megan Thee Stallion,Suga,2020-03-06,65
5KlPy74NOEAt8jC3FYURnQ,Urgency (feat. Syd),Lil Uzi Vert,Eternal Atake,2020-03-06,46
4jMPZl0GrSFgbogJ0C6sNG,SKYBOX,Gunna,WUNNA,2020-05-22,53
7wsmIIm0xWmtP7TmACXkJn,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),2020-03-09,59
7yBbV2k2S2uhaQc24NF2xt,Stupid Love,Lady Gaga,Chromatica,2020-05-29,69
5wWrtJMNTHWEYFMLp4MYIJ,Gucci Gucci (feat. Gunna),Lil Durk,Just Cause Y'all Waited 2 (Deluxe),2020-06-26,37
5raTDhlbxFDnpn89bxArdH,That Way,Lil Uzi Vert,That Way,2020-03-01,58
3tDqEKKUs6gf8zMvSuLyLA,Commercial (feat. Lil Uzi Vert),Lil Baby,My Turn,2020-02-28,65
6AyWdCtEn1DdxjnxPeojR2,Live Off My Closet (feat. Future),Lil Baby,My Turn,2020-02-28,60
7ge7BHazYbVKi8qyZUX1Bm,Emotionally Scarred,Lil Baby,My Turn,2020-02-28,70
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,2020-02-29,78
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,Bad Bunny,YHLQMDLG,2020-02-29,76
1C8ux1YWLMHCenYJFiIV4Z,PTSD,G Herbo,PTSD,2020-02-28,72
01JMnRUs2YOK6DDpdQASGY,Grace (feat. 42 Dugg),Lil Baby,My Turn,2020-02-28,73
69vlMrzHwATKzupwNcUPyK,La Santa,Bad Bunny,YHLQMDLG,2020-02-29,81
5XJciZ5Bj0IjPrcnNU7gvB,Get Ugly,Lil Baby,My Turn (Deluxe),2020-05-01,45
6A9wHAasMxed0firnDao1K,No Sucker (feat. Moneybagg Yo),Lil Baby,My Turn,2020-02-28,68
5CLMG0eAitcBauIR8zPukZ,How,Lil Baby,My Turn (Deluxe),2020-05-01,53
7hVZJGsh5fxFtwaqgJq1nf,The Other Side,Michael Marcagi,The Other Side,2023-12-11,77
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,Bad Bunny,YHLQMDLG,2020-02-29,68
1T4k0sw0HldDg004Kw4Oct,Forever (feat. Fridayy),Lil Baby,It's Only Me,2022-10-14,69
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,Bad Bunny,YHLQMDLG,2020-02-29,74
16g0MvK60Z79npuD4wvh4E,Same Thing,Lil Baby,My Turn (Deluxe),2020-05-01,44
2DEZmgHKAvm41k4J3R2E9Y,Safaera,Bad Bunny,YHLQMDLG,2020-02-29,76
4j4w4CXm6BSr0s25wAWrrX,Bichiyal,Bad Bunny,YHLQMDLG,2020-02-29,74
5ixKkLQSriCQakDWbdW8qD,We Should (feat. Young Thug),Lil Baby,My Turn,2020-02-28,50
7sOfmPd18RWp3FoCzpa7Kw,Soliá,Bad Bunny,YHLQMDLG,2020-02-29,73
4saHEjXw7O1NXJOzBkUKKG,Está Cabrón Ser Yo,Bad Bunny,YHLQMDLG,2020-02-29,69
1qYKWcEOrh2tM8PlgIm8K1,Sunday Best,Surfaces,Where the Light Is,2019-01-06,76
3PSUg0M68bXMb8vQJIPMZO,Can't Explain,Lil Baby,My Turn,2020-02-28,48
0fZRNhPJ4AGmwY7rkpdbqK,ON,BTS,MAP OF THE SOUL : 7,2020-02-21,71
1aMokXl3uKDvCh4BBcjFOA,Lil Top,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,63
3qHgGyJY4GpXNOK4WL4NSo,Red Eye,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,56
0KVEBQA98JvkmB5ZydQ13k,Fine By Time,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,50
2OUY5NdALupSoIQN9ZBH1a,Bad Bad,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,59
7MYFKS7XpVz1JQDK38pr8N,Knocked Off,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,54
2DcunpeefVlKe6v9y8lW1x,"Moral of the Story (Sped Up) - Some Mistakes Get Made That's Alright, That's Okay",Farizki,"Moral of the Story - Some Mistakes Get Made That's Alright, That's Okay",2023-01-01,40
5YEAvnL3klXUE7etBXvMlp,RIP Lil Phat,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,53
0YJFlxeHMUr9MxSDQVuQJA,My Time,BTS,MAP OF THE SOUL : 7,2020-02-21,67
4RhRDVXc3xFojyyjyh1jmN,Long RD,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,54
4bZZVcgWWMWPBwzTTp642w,Filter,BTS,MAP OF THE SOUL : 7,2020-02-21,73
6fEdWrEYspdneQMNIT33I4,Bat Man,YoungBoy Never Broke Again,"Still Flexin, Still Steppin",2020-02-21,48
19MkwMrRjO7773zpuGss1o,Shake the Frost (Live),Tyler Childers,Live on Red Barn Radio I & II,2018-06-29,78
4mt7C6wYeTUWDDk7xKym9w,Feel Me,Selena Gomez,Rare (Deluxe),2020-04-09,60
73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,No Time To Die,2020-02-13,77
733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,Artist 2.0,2020-02-14,62
5rWyKJMaTXL0TArnJ8IGts,Forever - Single Version,The Little Dippers,Forever,1968-06-08,68
2ZTYlnhhV1UAReg7wIGolx,To Die For,Sam Smith,To Die For,2020-02-14,64
6ZelF5APDN5r6XnFqcnvWR,Give No Fxk,Migos,Give No Fxk,2020-02-14,50
